Scene_Type,Success_Case,Predictions,Most_Common_Prediction,Consistency_Ratio,Original_Correct_Index
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0006_img.png,"[4, 2, 2]",2,66.67%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0013_img.png,"[2, 2, 2, 1]",2,75.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0016_img.png,"[3, 1, 4, 3]",3,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0021_img.png,"[4, 3, 4, 3]",3,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0004_img.png,"[3, 3, 3, 4]",3,75.00%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0016_img.png,"[4, 4, 3, 1]",4,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0021_img.png,"[4, 4, 1, 3]",4,50.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0003_img.png,"[1, 1, 1, 4]",1,75.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0006_img.png,"[1, 4, 4, 1]",1,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0001_img.png,"[3, 1, 1, 4]",1,50.00%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0015_img.png,"[2, 2, 4, 2]",2,75.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0003_img.png,"[4, 3, 3, 3]",3,75.00%,4
Link,True_pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0007_img.png,"[1, 4, 3, 3]",3,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0016_img.png,"[3, 4, 1, 1]",1,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0010_img.png,"[4, 1, 1, 2]",1,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0004_img.png,"[4, 1, 2, 3]",1,25.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0020_img.png,"[1, 3, 2, 2]",2,50.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0000_img.png,"[1, 2, 2, 1]",1,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0017_img.png,"[2, 1, 3]",1,33.33%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0009_img.png,"[3, 1, 3, 2]",3,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0032_img.png,"[2, 1, 3, 3]",3,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0027_img.png,"[2, 4, 3, 1]",1,25.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0013_img.png,"[1, 2, 2, 4]",2,50.00%,4
Link,True_pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0002_img.png,"[4, 3, 3, 3]",3,75.00%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0005_img.png,"[1, 4, 1, 2]",1,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0012_img.png,"[3, 3, 2, 3]",3,75.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0015_img.png,"[3, 1, 4, 1]",1,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0014_img.png,"[1, 1, 2, 4]",1,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0023_img.png,"[2, 3, 1, 1]",1,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0013_img.png,"[3, 4, 2, 2]",2,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0002_img.png,"[2, 1, 3, 2]",2,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0011_img.png,"[1, 2, 4, 1]",1,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0023_img.png,"[1, 3, 3, 3]",3,75.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0000_img.png,"[2, 4, 3, 1]",1,25.00%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0008_img.png,"[3, 3, 1, 4]",3,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0009_img.png,"[4, 2, 3, 2]",2,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0006_img.png,"[2, 4, 1, 3]",1,25.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0002_img.png,"[4, 3, 3, 2]",3,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0019_img.png,"[1, 1, 4, 4]",1,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0022_img.png,"[2, 4, 2, 1]",2,50.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0008_img.png,"[3, 2, 1, 4]",1,25.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0014_img.png,"[1, 2, 4, 2]",2,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0005_img.png,"[2, 3, 4, 4]",4,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0019_img.png,"[3, 1, 4, 3]",3,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0005_img.png,"[1, 2, 2]",2,66.67%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0016_img.png,"[4, 4, 3, 2]",4,50.00%,4
Link,True_pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0013_img.png,"[2, 3, 4, 2]",2,50.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0021_img.png,"[1, 3, 3, 1]",1,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0008_img.png,"[1, 2, 2, 2]",2,75.00%,4
Link,True_pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom-redyellow_0002_img.png,"[3, 4, 1, 4]",4,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0011_img.png,"[1, 1, 1, 4]",1,75.00%,4
Link,True_pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom-redyellow_0011_img.png,"[4, 3, 4, 3]",3,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0021_img.png,"[2, 2, 1, 4]",2,50.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0020_img.png,"[3, 2, 1, 4]",1,25.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0033_img.png,"[2, 3, 2, 2]",2,75.00%,4
Link,True_pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom-redyellow_0019_img.png,"[4, 4, 2, 2]",2,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0024_img.png,"[1, 3, 4, 4]",4,50.00%,4
Link,True_pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom-redyellow_0021_img.png,"[4, 1, 2, 2]",2,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0009_img.png,"[2, 2, 1, 4]",2,50.00%,4
Link,True_pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom-redyellow_0011_img.png,"[4, 3, 2, 2]",2,50.00%,4
Link,True_pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom-redyellow_0013_img.png,"[3, 4, 1, 3]",3,50.00%,4
